,Unnamed: 0.1,Unnamed: 0,userId,movieId,rating,movie_idx
110,284553,284553,59,616,3.5,825
111,284554,284554,59,765,2.5,2121
112,284555,284555,59,1091,3.5,2467
113,284556,284556,59,1100,3.0,2468
114,284557,284557,59,1479,1.5,1527
115,284558,284558,59,1556,1.5,2469
116,284559,284559,59,1702,2.0,2470
117,284560,284560,59,1955,4.0,1763
118,284561,284561,59,2126,2.0,426
119,85530,85530,60,413,4.0,633
120,85531,85531,60,546,2.0,823
121,85532,85532,60,837,1.5,2200
122,85533,85533,60,934,4.5,1646
123,85534,85534,60,1091,4.0,2467
124,85535,85535,60,1347,2.0,1877
125,85536,85536,60,1591,1.5,2008
126,85537,85537,60,1894,2.0,1973
127,85538,85538,60,2145,3.5,286
128,85539,85539,60,2411,2.5,656
129,4211,4211,2,1057,3.0,1523
130,4212,4212,2,1183,5.0,271
131,4213,4213,2,1407,4.0,280
132,4214,4214,2,1416,4.0,1524
133,4215,4215,2,1422,3.0,1525
134,4216,4216,2,1446,4.0,1526
135,4217,4217,2,1479,3.0,1527
136,4218,4218,2,1485,4.0,1528
137,4219,4219,2,1584,3.0,282
138,4220,4220,2,1586,3.0,1529
139,73321,73321,61,24,2.5,1847
140,73322,73322,61,50,4.0,1539
141,73323,73323,61,216,2.5,1540
142,73324,73324,61,273,2.5,1673
143,73325,73325,61,296,4.5,1541
144,73326,73326,61,1208,5.0,109
145,73327,73327,61,1483,4.5,2471
146,73328,73328,61,1982,2.0,2013
147,73329,73329,61,2722,1.0,868
148,73330,73330,61,2959,4.5,392
149,73958,73958,62,29,3.5,1681
150,73959,73959,62,216,3.5,1540
151,73960,73960,62,720,4.0,379
152,73961,73961,62,1029,3.5,1999
153,73962,73962,62,1061,3.5,1550
154,73963,73963,62,1249,3.5,1662
155,73964,73964,62,1271,4.0,256
156,73965,73965,62,1287,4.0,1723
157,73966,73966,62,1343,3.5,1970
158,73967,73967,62,2002,3.5,1532
159,76399,76399,63,1,4.0,1507
160,76400,76400,63,12,3.0,2454
161,76401,76401,63,62,3.0,1607
162,76402,76402,63,112,4.0,1514
163,76403,76403,63,260,5.0,1515
164,76404,76404,63,648,5.0,1
165,76405,76405,63,653,4.0,2
166,76406,76406,63,661,3.0,223
167,76407,76407,63,663,5.0,2058
168,76408,76408,63,673,3.0,1599
169,76039,76039,64,1,4.0,1507
170,76040,76040,64,5,3.0,1546
171,76041,76041,64,7,4.0,1571
172,76042,76042,64,9,3.0,1844
173,76043,76043,64,62,3.0,1607
174,76044,76044,64,65,3.0,1780
175,76045,76045,64,79,3.0,1611
176,76046,76046,64,86,3.0,1612
177,76047,76047,64,260,4.0,1515
178,76048,76048,64,609,2.0,219
179,103489,103489,65,24,5.0,1847
180,103490,103490,65,29,0.5,1681
181,103491,103491,65,170,1.5,1703
182,103492,103492,65,524,3.0,820
183,103493,103493,65,849,0.5,1542
184,103494,103494,65,968,4.0,1809
185,103495,103495,65,1093,2.5,1543
186,103496,103496,65,1357,1.0,290
187,103497,103497,65,1479,5.0,1527
188,103498,103498,65,1967,3.5,1836
189,272980,272980,66,5,0.5,1546
190,272981,272981,66,168,2.5,1547
191,272982,272982,66,186,3.0,1732
192,272983,272983,66,196,3.0,1518
193,272984,272984,66,342,2.5,446
194,272985,272985,66,376,2.5,142
195,272986,272986,66,432,4.5,373
196,272987,272987,66,485,4.0,496
197,272988,272988,66,543,3.0,640
198,272989,272989,66,805,3.0,2059
199,108927,108927,67,2,3.0,1676
200,108928,108928,67,5,3.0,1546
201,108929,108929,67,25,3.0,1509
202,108930,108930,67,32,4.0,1510
203,108931,108931,67,36,5.0,1511
204,108932,108932,67,58,3.0,1632
205,108933,108933,67,62,4.0,1607
206,108934,108934,67,64,2.0,1779
207,108935,108935,67,79,5.0,1611
208,108936,108936,67,140,3.0,1679
209,196147,196147,68,24,2.0,1847
210,196148,196148,68,29,2.0,1681
211,196149,196149,68,230,2.0,1740
212,196150,196150,68,362,2.5,804
213,196151,196151,68,372,2.5,418
214,196152,196152,68,468,2.0,450
215,196153,196153,68,719,2.5,227
216,196154,196154,68,838,3.0,1721
217,196155,196155,68,1231,2.0,1640
218,196156,196156,68,1244,2.5,2472
219,263469,263469,69,69,0.5,1793
220,263470,263470,69,1272,2.0,1641
221,263471,263471,69,1385,4.0,1799
222,263472,263472,69,1673,4.5,12
223,263473,263473,69,2279,2.5,1569
224,263474,263474,69,2318,4.0,700
225,263475,263475,69,2428,2.5,851
226,263476,263476,69,2581,0.5,2209
227,263477,263477,69,2712,4.0,17
228,263478,263478,69,2772,3.5,1401
229,110977,110977,70,355,2.5,417
230,110978,110978,70,724,2.5,228
231,110979,110979,70,910,4.5,1624
232,110980,110980,70,914,2.0,1963
233,110981,110981,70,1120,4.5,1776
234,110982,110982,70,1231,4.0,1640
235,110983,110983,70,1466,2.0,1757
236,110984,110984,70,1729,1.5,526
237,110985,110985,70,2161,4.5,613
238,110986,110986,70,2701,0.5,1143
239,58538,58538,71,168,3.5,1547
240,58539,58539,71,172,1.5,1687
241,58540,58540,71,173,1.0,1671
242,58541,58541,71,315,4.0,455
243,58542,58542,71,552,3.5,422
244,58543,58543,71,592,4.0,194
245,58544,58544,71,784,3.0,6
246,58545,58545,71,832,4.0,380
247,58546,58546,71,1090,3.5,507
248,58547,58547,71,1094,4.0,269
249,64299,64299,72,154,3.5,1634
250,64300,64300,72,306,3.0,2473
251,64301,64301,72,307,4.0,1742
252,64302,64302,72,308,2.5,1629
253,64303,64303,72,912,2.5,1577
254,64304,64304,72,1965,3.0,1666
255,64305,64305,72,2338,1.5,545
256,64306,64306,72,3328,3.0,717
257,64307,64307,72,3534,3.5,349
258,64308,64308,72,3791,1.5,2429
259,260074,260074,73,107,2.5,1729
260,260075,260075,73,170,1.0,1703
261,260076,260076,73,261,3.0,1720
262,260077,260077,73,661,2.0,223
263,260078,260078,73,671,5.0,377
264,260079,260079,73,720,1.0,379
265,260080,260080,73,799,3.0,2345
266,260081,260081,73,830,3.0,500
267,260082,260082,73,838,4.5,1721
268,260083,260083,73,910,4.0,1624
269,122408,122408,74,14,4.0,1589
270,122409,122409,74,327,2.0,2474
271,122410,122410,74,531,3.5,47
272,122411,122411,74,1235,2.5,2475
273,122412,122412,74,1321,4.5,1827
274,122413,122413,74,1373,2.0,1873
275,122414,122414,74,1907,3.0,2476
276,122415,122415,74,2094,2.5,1918
277,122416,122416,74,2108,2.0,1978
278,122417,122417,74,2140,3.0,844
279,92313,92313,75,107,2.5,1729
280,92314,92314,75,135,4.0,1617
281,92315,92315,75,405,3.5,809
282,92316,92316,75,542,5.0,639
283,92317,92317,75,765,4.0,2121
284,92318,92318,75,1025,3.0,2477
285,92319,92319,75,1441,3.5,1909
286,92320,92320,75,1566,3.0,1601
287,92321,92321,75,1974,5.0,338
288,92322,92322,75,2088,4.5,2478
289,273615,273615,76,262,3.0,1619
290,273616,273616,76,455,3.5,814
291,273617,273617,76,1416,2.5,1524
292,273618,273618,76,1678,4.5,522
293,273619,273619,76,1680,3.5,1724
294,273620,273620,76,2558,3.5,1138
295,273621,273621,76,2605,3.0,1396
296,273622,273622,76,2622,3.0,2479
297,273623,273623,76,2718,2.0,2437
298,273624,273624,76,3711,4.0,2480
299,288562,288562,77,1,3.0,1507
300,288563,288563,77,6,5.0,1508
301,288564,288564,77,7,3.0,1571
302,288565,288565,77,14,3.0,1589
303,288566,288566,77,17,4.0,1572
304,288567,288567,77,25,5.0,1509
305,288568,288568,77,32,4.0,1510
306,288569,288569,77,36,5.0,1511
307,288570,288570,77,58,5.0,1632
308,288571,288571,77,62,1.0,1607
309,296013,296013,78,1,5.0,1507
310,296014,296014,78,6,3.0,1508
311,296015,296015,78,14,4.0,1589
312,296016,296016,78,36,3.0,1511
313,296017,296017,78,62,5.0,1607
314,296018,296018,78,79,4.0,1611
315,296019,296019,78,95,3.0,1513
316,296020,296020,78,100,3.0,1615
317,296021,296021,78,260,5.0,1515
318,296022,296022,78,494,5.0,143
319,22976,22976,79,5,1.0,1546
320,22977,22977,79,29,5.0,1681
321,22978,22978,79,466,1.0,460
322,22979,22979,79,529,3.5,375
323,22980,22980,79,1095,4.0,1751
324,22981,22981,79,1147,5.0,2063
325,22982,22982,79,1172,5.0,511
326,22983,22983,79,1282,5.0,277
327,22984,22984,79,1357,2.5,290
328,22985,22985,79,1372,3.5,257
329,223862,223862,80,10,3.0,1533
330,223863,223863,80,14,4.0,1589
331,223864,223864,80,18,3.0,2049
332,223865,223865,80,30,3.0,2481
333,223866,223866,80,40,3.0,2482
334,223867,223867,80,165,4.0,1535
335,223868,223868,80,208,4.0,1575
336,223869,223869,80,231,5.0,1557
337,223870,223870,80,253,3.0,1558
338,223871,223871,80,296,4.0,1541
339,66191,66191,81,60,3.5,1678
340,66192,66192,81,107,3.0,1729
341,66193,66193,81,207,4.5,1688
342,66194,66194,81,280,2.5,1863
343,66195,66195,81,799,1.5,2345
344,66196,66196,81,994,2.0,2305
345,66197,66197,81,1019,4.0,1875
346,66198,66198,81,1223,4.5,1876
347,66199,66199,81,1347,2.5,1877
348,66200,66200,81,1883,2.5,2080
349,164121,164121,82,1,4.0,1507
350,164122,164122,82,589,5.0,50
351,164123,164123,82,780,5.0,5
352,164124,164124,82,924,5.0,267
353,164125,164125,82,1240,3.0,146
354,164126,164126,82,1590,4.0,2070
355,164127,164127,82,1917,3.0,539
356,164128,164128,82,2028,5.0,28
357,164129,164129,82,2105,4.0,842
358,164130,164130,82,2325,5.0,2483
359,257285,257285,83,34,4.0,1573
360,257286,257286,83,165,2.0,1535
361,257287,257287,83,225,3.0,1548
362,257288,257288,83,231,2.0,1557
363,257289,257289,83,318,4.0,798
364,257290,257290,83,344,1.0,363
365,257291,257291,83,356,4.0,365
366,257292,257292,83,364,4.0,185
367,257293,257293,83,377,4.0,96
368,257294,257294,83,434,3.0,186
369,37109,37109,84,10,4.0,1533
370,37110,37110,84,150,4.0,1553
371,37111,37111,84,161,4.0,1554
372,37112,37112,84,185,4.0,1555
373,37113,37113,84,253,5.0,1558
374,37114,37114,84,296,5.0,1541
375,37115,37115,84,316,3.0,1675
376,37116,37116,84,318,5.0,798
377,37117,37117,84,344,3.0,363
378,37118,37118,84,349,4.0,364
379,251701,251701,85,111,3.0,1537
380,251702,251702,85,906,4.0,2484
381,251703,251703,85,912,5.0,1577
382,251704,251704,85,1959,4.0,2485
383,251705,251705,85,2336,4.0,2088
384,251706,251706,85,2396,5.0,313
385,251707,251707,85,2622,4.0,2479
386,251708,251708,85,2696,5.0,2486
387,251709,251709,85,2716,3.0,316
388,251710,251710,85,2805,2.0,1403
389,23715,23715,86,260,3.0,1515
390,23716,23716,86,356,4.0,365
391,23717,23717,86,480,4.0,43
392,23718,23718,86,485,2.0,496
393,23719,23719,86,593,5.0,107
394,23720,23720,86,1088,5.0,1520
395,23721,23721,86,1101,5.0,1639
396,23722,23722,86,1380,4.0,1651
397,23723,23723,86,1391,1.0,279
398,23724,23724,86,1968,3.0,611
399,244596,244596,87,204,5.0,1708
400,244597,244597,87,216,4.0,1540
401,244598,244598,87,362,4.0,804
402,244599,244599,87,720,4.0,379
403,244600,244600,87,838,3.5,1721
404,244601,244601,87,849,5.0,1542
405,244602,244602,87,1047,5.0,454
406,244603,244603,87,1663,3.5,2153
407,244604,244604,87,2140,4.0,844
408,244605,244605,87,2144,4.0,1654
409,137243,137243,88,540,3.5,464
410,137244,137244,88,637,1.5,221
411,137245,137245,88,671,4.0,377
412,137246,137246,88,737,0.5,2159
413,137247,137247,88,1091,3.0,2467
414,137248,137248,88,1103,3.5,508
415,137249,137249,88,1409,2.0,1971
416,137250,137250,88,1441,3.0,1909
417,137251,137251,88,1711,3.5,2487
418,137252,137252,88,1982,4.0,2013
419,127555,127555,89,48,0.5,1686
420,127556,127556,89,163,3.0,1517
421,127557,127557,89,168,1.0,1547
422,127558,127558,89,172,1.5,1687
423,127559,127559,89,186,1.0,1732
424,127560,127560,89,246,3.5,1594
425,127561,127561,89,282,3.0,1560
426,127562,127562,89,315,0.5,455
427,127563,127563,89,342,4.0,446
428,127564,127564,89,543,2.5,640
429,138411,138411,90,29,4.0,1681
430,138412,138412,90,135,4.0,1617
431,138413,138413,90,531,3.5,47
432,138414,138414,90,541,5.0,1622
433,138415,138415,90,849,4.0,1542
434,138416,138416,90,866,0.5,1750
435,138417,138417,90,912,4.0,1577
436,138418,138418,90,1027,4.5,1683
437,138419,138419,90,1299,3.5,2154
438,138420,138420,90,1345,2.5,1872
439,142514,142514,91,610,4.0,423
440,142515,142515,91,1042,2.0,384
441,142516,142516,91,1047,0.5,454
442,142517,142517,91,1231,2.5,1640
443,142518,142518,91,1321,0.5,1827
444,142519,142519,91,1345,1.5,1872
445,142520,142520,91,1912,2.5,1805
446,142521,142521,91,1953,4.0,2122
447,142522,142522,91,2020,3.5,694
448,142523,142523,91,2722,1.5,868
449,142765,142765,92,1,5.0,1507
450,142766,142766,92,20,4.0,1845
451,142767,142767,92,141,5.0,1592
452,142768,142768,92,147,5.0,1853
453,142769,142769,92,150,5.0,1553
454,142770,142770,92,153,1.0,1593
455,142771,142771,92,165,3.0,1535
456,142772,142772,92,170,2.0,1703
457,142773,142773,92,175,3.0,1775
458,142774,142774,92,223,3.0,1643
459,55763,55763,93,303,0.5,1620
460,55764,55764,93,306,0.5,2473
461,55765,55765,93,307,0.5,1742
462,55766,55766,93,319,3.5,1630
463,55767,55767,93,671,1.0,377
464,55768,55768,93,743,1.0,2344
465,55769,55769,93,1077,2.5,505
466,55770,55770,93,1186,1.0,2488
467,55771,55771,93,1223,1.0,1876
468,55772,55772,93,1261,2.0,1826
469,4191,4191,1,145,3.5,1516
470,4192,4192,1,163,3.0,1517
471,4193,4193,1,196,3.0,1518
472,4194,4194,1,485,1.5,496
473,4195,4195,1,555,2.0,104
474,4196,4196,1,762,2.0,1519
475,4197,4197,1,1088,3.0,1520
476,4198,4198,1,1320,2.5,1521
477,4199,4199,1,1358,3.5,68
478,4200,4200,1,1408,3.5,1522
479,55199,55199,94,3,1.0,1570
480,55200,55200,94,16,3.5,1536
481,55201,55201,94,104,2.0,1574
482,55202,55202,94,442,1.0,100
483,55203,55203,94,750,3.5,498
484,55204,55204,94,786,0.5,7
485,55205,55205,94,1101,0.5,1639
486,55206,55206,94,1208,3.5,109
487,55207,55207,94,1517,2.5,607
488,55208,55208,94,1917,0.5,539
489,48524,48524,95,110,5.0,1530
490,48525,48525,95,223,5.0,1643
491,48526,48526,95,296,5.0,1541
492,48527,48527,95,919,5.0,503
493,48528,48528,95,1206,5.0,273
494,48529,48529,95,1208,5.0,109
495,48530,48530,95,1298,5.0,2489
496,48531,48531,95,1884,5.0,284
497,48532,48532,95,2196,1.0,2490
498,48533,48533,95,2236,5.0,846
499,140367,140367,96,348,1.0,630
500,140368,140368,96,441,2.0,1692
501,140369,140369,96,524,3.0,820
502,140370,140370,96,527,4.0,144
503,140371,140371,96,1020,4.0,1905
504,140372,140372,96,1272,4.0,1641
505,140373,140373,96,1299,4.5,2154
506,140374,140374,96,1499,2.0,2491
507,140375,140375,96,1562,4.0,2492
508,140376,140376,96,1717,4.5,1698
509,53844,53844,97,10,4.0,1533
510,53845,53845,97,17,3.0,1572
511,53846,53846,97,21,3.0,1590
512,53847,53847,97,32,5.0,1510
513,53848,53848,97,47,5.0,1618
514,53849,53849,97,150,3.0,1553
515,53850,53850,97,185,1.0,1555
516,53851,53851,97,208,3.0,1575
517,53852,53852,97,253,3.0,1558
518,53853,53853,97,292,3.0,1561
519,233094,233094,98,25,3.0,1509
520,233095,233095,98,32,4.0,1510
521,233096,233096,98,36,3.0,1511
522,233097,233097,98,62,1.0,1607
523,233098,233098,98,95,4.0,1513
524,233099,233099,98,112,5.0,1514
525,233100,233100,98,141,3.0,1592
526,233101,233101,98,260,5.0,1515
527,233102,233102,98,494,4.0,143
528,233103,233103,98,608,4.0,0
529,229536,229536,99,170,1.0,1703
530,229537,229537,99,193,5.0,2493
531,229538,229538,99,303,2.0,1620
532,229539,229539,99,306,1.0,2473
533,229540,229540,99,319,4.5,1630
534,229541,229541,99,362,0.5,804
535,229542,229542,99,531,0.5,47
536,229543,229543,99,720,1.0,379
537,229544,229544,99,849,0.5,1542
538,229545,229545,99,1037,1.5,1796
539,44668,44668,100,111,4.0,1537
540,44669,44669,100,223,3.0,1643
541,44670,44670,100,266,2.0,1559
542,44671,44671,100,508,4.5,190
543,44672,44672,100,594,3.0,51
544,44673,44673,100,750,5.0,498
545,44674,44674,100,919,2.0,503
546,44675,44675,100,1101,3.0,1639
547,44676,44676,100,1220,3.5,1870
548,44677,44677,100,1221,4.0,516
549,259094,259094,101,1,3.0,1507
550,259095,259095,101,17,4.0,1572
551,259096,259096,101,25,3.0,1509
552,259097,259097,101,32,5.0,1510
553,259098,259098,101,36,3.0,1511
554,259099,259099,101,52,3.0,1512
555,259100,259100,101,58,4.0,1632
556,259101,259101,101,260,5.0,1515
557,259102,259102,101,608,4.0,0
558,259103,259103,101,648,3.0,1
559,30430,30430,102,110,3.0,1530
560,30431,30431,102,150,4.0,1553
561,30432,30432,102,153,4.0,1593
562,30433,30433,102,165,4.0,1535
563,30434,30434,102,208,2.0,1575
564,30435,30435,102,231,1.0,1557
565,30436,30436,102,253,5.0,1558
566,30437,30437,102,288,4.0,1674
567,30438,30438,102,296,5.0,1541
568,30439,30439,102,318,5.0,798
569,212991,212991,103,31,3.5,1621
570,212992,212992,103,256,2.0,1789
571,212993,212993,103,333,2.5,629
572,212994,212994,103,628,3.0,220
573,212995,212995,103,661,2.5,223
574,212996,212996,103,785,4.5,231
575,212997,212997,103,910,2.5,1624
576,212998,212998,103,914,2.5,1963
577,212999,212999,103,1088,2.0,1520
578,213000,213000,103,1092,3.0,1627
579,31923,31923,104,5,3.0,1546
580,31924,31924,104,44,2.0,1849
581,31925,31925,104,315,1.0,455
582,31926,31926,104,520,2.5,46
583,31927,31927,104,724,2.0,228
584,31928,31928,104,783,2.0,1898
585,31929,31929,104,1215,3.0,1551
586,31930,31930,104,1282,3.0,277
587,31931,31931,104,1639,3.5,520
588,31932,31932,104,1748,4.5,1665
589,44133,44133,105,45,2.5,1701
590,44134,44134,105,158,2.0,1730
591,44135,44135,105,345,2.5,447
592,44136,44136,105,596,2.5,52
593,44137,44137,105,762,1.0,1519
594,44138,44138,105,785,2.0,231
595,44139,44139,105,969,3.0,1578
596,44140,44140,105,1215,3.5,1551
597,44141,44141,105,1250,4.5,149
598,44142,44142,105,1276,3.5,1817
599,32859,32859,106,32,1.0,1510
600,32860,32860,106,36,3.0,1511
601,32861,32861,106,151,2.0,1702
602,32862,32862,106,260,4.0,1515
603,32863,32863,106,296,5.0,1541
604,32864,32864,106,356,5.0,365
605,32865,32865,106,377,3.0,96
606,32866,32866,106,608,4.0,0
607,32867,32867,106,778,5.0,453
608,32868,32868,106,1047,2.0,454
609,170475,170475,107,39,2.0,1591
610,170476,170476,107,50,3.0,1539
611,170477,170477,107,150,5.0,1553
612,170478,170478,107,161,4.0,1554
613,170479,170479,107,296,5.0,1541
614,170480,170480,107,318,5.0,798
615,170481,170481,107,329,4.0,800
616,170482,170482,107,349,5.0,364
617,170483,170483,107,356,3.0,365
618,170484,170484,107,377,5.0,96
619,208229,208229,108,16,5.0,1536
620,208230,208230,108,58,0.5,1632
621,208231,208231,108,112,5.0,1514
622,208232,208232,108,151,0.5,1702
623,208233,208233,108,236,5.0,1677
624,208234,208234,108,432,0.5,373
625,208235,208235,108,832,5.0,380
626,208236,208236,108,908,5.0,1563
627,208237,208237,108,923,5.0,504
628,208238,208238,108,1230,0.5,1581
629,185008,185008,109,2,2.5,1676
630,185009,185009,109,16,5.0,1536
631,185010,185010,109,19,3.5,1534
632,185011,185011,109,151,2.5,1702
633,185012,185012,109,350,3.5,372
634,185013,185013,109,442,4.5,100
635,185014,185014,109,653,3.5,2
636,185015,185015,109,786,3.5,7
637,185016,185016,109,1080,4.0,268
638,185017,185017,109,1213,5.0,66
639,42613,42613,110,1,5.0,1507
640,42614,42614,110,14,3.0,1589
641,42615,42615,110,32,5.0,1510
642,42616,42616,110,36,3.0,1511
643,42617,42617,110,107,1.0,1729
644,42618,42618,110,135,3.0,1617
645,42619,42619,110,141,4.0,1592
646,42620,42620,110,608,5.0,0
647,42621,42621,110,648,3.0,1
648,42622,42622,110,653,4.0,2
649,191348,191348,111,29,3.5,1681
650,191349,191349,111,105,2.5,1959
651,191350,191350,111,247,4.5,1704
652,191351,191351,111,372,2.5,418
653,191352,191352,111,785,3.5,231
654,191353,191353,111,913,5.0,1625
655,191354,191354,111,914,3.0,1963
656,191355,191355,111,950,5.0,2494
657,191356,191356,111,1029,5.0,1999
658,191357,191357,111,1120,2.0,1776
659,195548,195548,112,60,2.0,1678
660,195549,195549,112,65,1.5,1780
661,195550,195550,112,318,5.0,798
662,195551,195551,112,413,2.5,633
663,195552,195552,112,1021,0.5,2495
664,195553,195553,112,1409,3.5,1971
665,195554,195554,112,2301,3.0,241
666,195555,195555,112,2959,4.5,392
667,195556,195556,112,3173,3.5,346
668,195557,195557,112,3271,3.0,2496
669,50286,50286,113,14,3.5,1589
670,50287,50287,113,307,4.5,1742
671,50288,50288,113,319,4.0,1630
672,50289,50289,113,1077,4.0,505
673,50290,50290,113,1103,5.0,508
674,50291,50291,113,1104,4.0,2322
675,50292,50292,113,1212,5.0,2497
676,50293,50293,113,1378,4.0,1798
677,50294,50294,113,1449,4.0,1821
678,50295,50295,113,1779,2.5,832
679,42678,42678,114,22,3.0,1669
680,42679,42679,114,153,3.0,1593
681,42680,42680,114,160,3.0,1670
682,42681,42681,114,165,3.0,1535
683,42682,42682,114,177,3.0,2052
684,42683,42683,114,231,2.0,1557
685,42684,42684,114,296,2.0,1541
686,42685,42685,114,328,3.0,799
687,42686,42686,114,344,2.0,363
688,42687,42687,114,349,3.0,364
689,237687,237687,115,480,5.0,43
690,237688,237688,115,527,5.0,144
691,237689,237689,115,2941,3.0,2498
692,237690,237690,115,2971,5.0,2499
693,237691,237691,115,3190,2.0,2500
694,237692,237692,115,3197,4.0,2501
695,237693,237693,115,3354,4.0,1167
696,237694,237694,115,3408,5.0,437
697,237695,237695,115,3510,4.0,1172
698,237696,237696,115,3536,5.0,328
699,259388,259388,116,50,4.0,1539
700,259389,259389,116,527,4.5,144
701,259390,259390,116,592,4.5,194
702,259391,259391,116,628,3.5,220
703,259392,259392,116,1059,4.5,1626
704,259393,259393,116,1562,2.5,2492
705,259394,259394,116,1590,4.0,2070
706,259395,259395,116,1721,5.0,151
707,259396,259396,116,1918,2.5,259
708,259397,259397,116,2003,4.5,2502
709,257496,257496,117,3,0.5,1570
710,257497,257497,117,16,4.5,1536
711,257498,257498,117,235,3.5,1538
712,257499,257499,117,266,1.5,1559
713,257500,257500,117,350,3.0,372
714,257501,257501,117,553,1.5,374
715,257502,257502,117,594,2.0,51
716,257503,257503,117,708,2.0,378
717,257504,257504,117,750,4.0,498
718,257505,257505,117,1080,3.5,268
719,269420,269420,118,32,4.5,1510
720,269421,269421,118,111,4.0,1537
721,269422,269422,118,318,5.0,798
722,269423,269423,118,750,4.0,498
723,269424,269424,118,778,4.5,453
724,269425,269425,118,1199,4.0,512
725,269426,269426,118,1208,5.0,109
726,269427,269427,118,1246,4.0,274
727,269428,269428,118,2019,4.0,69
728,269429,269429,118,2324,4.5,83
729,23783,23783,119,19,2.0,1534
730,23784,23784,119,34,2.0,1573
731,23785,23785,119,48,3.5,1686
732,23786,23786,119,158,1.5,1730
